asset_id,file,asset_name,semantic_category,subject_keywords,visual_style,best_use,caution,width_px,height_px,aspect_ratio_decimal,aspect_ratio_simple,orientation,has_alpha,transparent_pixel_ratio,ppt_crop_behavior,layout_slot_hint,native_editability,scale_caution
RYO26-179,images/image216.png,kintone mascot side pose,kintone-mascot-icon,"transition, guide",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.090,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-180,images/image217.png,kintone half-face icon,kintone-mascot-icon,light brand tone,cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,57,57,1.000,1:1,square,yes,0.100,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-181,images/image82.png,small pie chart badge,analytics-icon,"analysis, ratio","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,57,57,1.000,1:1,square,yes,0.090,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-182,images/image83.png,small chart badge,analytics-icon,"report, growth","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,57,57,1.000,1:1,square,yes,0.079,partial alpha; verify edge on non-white backgrounds,icon node / legend marker / small app tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-183,images/image178.png,tape measure,tool-large,"construction, measurement, preparation",larger flat object icon with long-shadow influence,"Use as medium-size object marker in construction, maintenance, safety, or industry-specific slides.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,117,117,1.000,1:1,square,yes,0.055,partial alpha; verify edge on non-white backgrounds,icon button / compact feature tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-184,images/image182.png,hammer,tool-large,"construction, repair",larger flat object icon with long-shadow influence,"Use as medium-size object marker in construction, maintenance, safety, or industry-specific slides.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,117,117,1.000,1:1,square,yes,0.055,partial alpha; verify edge on non-white backgrounds,icon button / compact feature tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-185,images/image183.png,hand saw,tool-large,"woodwork, construction",larger flat object icon with long-shadow influence,"Use as medium-size object marker in construction, maintenance, safety, or industry-specific slides.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,117,117,1.000,1:1,square,yes,0.055,partial alpha; verify edge on non-white backgrounds,icon button / compact feature tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-186,images/image196.png,warning siren,alert-large,"risk, emergency, attention",larger flat object icon with long-shadow influence,"Use as medium-size object marker in construction, maintenance, safety, or industry-specific slides.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,117,117,1.000,1:1,square,yes,0.055,partial alpha; verify edge on non-white backgrounds,icon button / compact feature tile,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-187,images/image231.png,kintone mascot raising hand,kintone-mascot-scene,"welcome, onboarding, explanation",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,136,171,0.795,136:171,portrait,yes,0.507,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-188,images/image237.png,large and small kintone mascots jumping,kintone-mascot-scene,"growth, support, progress",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,128,194,0.660,64:97,portrait,yes,0.620,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-189,images/image380.png,stressed man at computer,business-person-scene,"system failure, stress, problem","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,180,180,1.000,1:1,square,yes,0.469,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-190,images/image394.png,anxious office man with document pile,business-person-scene,"document burden, manual process","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,180,180,1.000,1:1,square,yes,0.470,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-191,images/image395.png,application document stamp,document-scene,"approval, application, paper process","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,180,180,1.000,1:1,square,yes,0.614,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-192,images/image396.png,female support worker at laptop,business-person-scene,"customer support, back-office processing","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,180,180,1.000,1:1,square,yes,0.597,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-193,images/image397.png,report document,document-scene,"report, submitted material","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,180,180,1.000,1:1,square,yes,0.420,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-194,images/image398.png,email envelope with at sign,document-scene,"email, notification","flat colorful icon with long-shadow, rounded tile/circle","Use as small process node, legend marker, module label, feature tile, or dashboard/supporting icon.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,180,180,1.000,1:1,square,yes,0.382,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-195,images/image399.png,meeting discussion group,business-person-scene,"meeting, collaboration","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,180,180,1.000,1:1,square,yes,0.450,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-196,images/image400.png,tired woman at computer,business-person-scene,"overtime, fatigue, inefficiency","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,180,180,1.000,1:1,square,yes,0.508,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-197,images/image402.png,discouraged woman,business-person-scene,"frustration, difficulty","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,180,180,1.000,1:1,square,yes,0.526,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-198,images/image403.png,successful man cheering,business-person-scene,"success, achievement","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,180,180,1.000,1:1,square,yes,0.584,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-199,images/image405.png,family or customer discussion,business-person-scene,"user communication, customer relationship","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,180,180,1.000,1:1,square,yes,0.411,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-200,images/image406.png,executive or reviewer at desk,business-person-scene,"approval, management","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,180,180,1.000,1:1,square,yes,0.341,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-201,images/image410.png,man working on laptop,business-person-scene,"office work, input","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,180,180,1.000,1:1,square,yes,0.635,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-202,images/image411.png,man using tablet,business-person-scene,"mobile work, field confirmation","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,180,180,1.000,1:1,square,yes,0.448,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-203,images/image412.png,man troubled by data charts,analytics-person-scene,"reporting pressure, analysis difficulty","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,180,180,1.000,1:1,square,yes,0.663,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-204,images/image413.png,woman troubled by data charts,analytics-person-scene,"reporting pressure, analysis difficulty","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,180,180,1.000,1:1,square,yes,0.663,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-205,images/image414.png,helmet worker at computer,field-worker-scene,"field input, construction management",flat field-worker / industry role illustration,"Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,180,180,1.000,1:1,square,yes,0.519,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-206,images/image389.png,female workwear operator at computer,field-worker-scene,"field back office, factory office",flat field-worker / industry role illustration,"Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,190,188,1.011,95:94,square,yes,0.433,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-207,images/image384.png,anxious woman with laptop,business-person-scene,"system confusion, problem","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,158,229,0.690,158:229,portrait,yes,0.444,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-208,images/image401.png,surprised male worker,field-worker-scene,"field abnormality, alert",flat field-worker / industry role illustration,"Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,199,254,0.783,199:254,portrait,no,0.000,opaque/flat image; use inside frame or on matching white/light background,inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-209,images/image232.png,two kintone mascots with telescope,kintone-mascot-scene,"research, discovery",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,196,271,0.723,196:271,portrait,yes,0.629,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-210,images/image172.png,large flashlight icon,tool-large,"inspection, lighting, discovery",larger flat object icon with long-shadow influence,"Use as medium-size object marker in construction, maintenance, safety, or industry-specific slides.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,234,234,1.000,1:1,square,yes,0.048,partial alpha; verify edge on non-white backgrounds,inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-211,images/image175.png,large hammer icon,tool-large,"repair, construction",larger flat object icon with long-shadow influence,"Use as medium-size object marker in construction, maintenance, safety, or industry-specific slides.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,234,234,1.000,1:1,square,yes,0.048,partial alpha; verify edge on non-white backgrounds,inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-212,images/image176.png,tractor,industry-vehicle,"agriculture, field equipment",larger flat object icon with long-shadow influence,"Use as medium-size object marker in construction, maintenance, safety, or industry-specific slides.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,234,234,1.000,1:1,square,yes,0.047,partial alpha; verify edge on non-white backgrounds,inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-213,images/image177.png,tool set,tool-large,"repair, maintenance",larger flat object icon with long-shadow influence,"Use as medium-size object marker in construction, maintenance, safety, or industry-specific slides.",Not official app icon unless separately verified; avoid mixing with other icon shape systems in one group.,234,234,1.000,1:1,square,yes,0.048,partial alpha; verify edge on non-white backgrounds,inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-214,images/image19.png,Garoon logo,identity-logo,Garoon product identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",455,126,3.611,65:18,landscape,yes,0.827,"transparent cutout; place on native PPT background, keep whitespace/crop visible",logo strip / horizontal badge / header brand mark,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-215,images/image382.png,surprised female worker,field-worker-scene,"field abnormality, difficulty",flat field-worker / industry role illustration,"Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,219,280,0.782,219:280,portrait,yes,0.531,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-216,images/image404.png,female worker noticing issue,field-worker-scene,"issue discovery, alert",flat field-worker / industry role illustration,"Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,219,280,0.782,219:280,portrait,yes,0.535,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-217,images/image236.png,kintone mascot measuring,kintone-mascot-scene,"inspection, improvement, field support",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,348,204,1.706,29:17,landscape,yes,0.772,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-218,images/image235.png,three kintone mascots in sequence,kintone-mascot-scene,"process, collaboration, sequence",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,292,261,1.119,292:261,landscape,yes,1.000,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-219,images/image390.png,blue-cap worker standing,field-worker-portrait,"field role, manufacturing",flat field-worker / industry role illustration,"Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,209,376,0.556,209:376,portrait,yes,0.662,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-220,images/image387.png,smiling woman at laptop,business-person-scene,"smooth processing, customer support","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,241,350,0.689,241:350,portrait,yes,0.435,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-221,images/image233.png,kintone mascot jump trail,kintone-mascot-scene,"progress, light transition",cute kintone yellow mascot illustration,"Use for friendly guide/helper moments, onboarding, support, light transition, or Route B visual prompt reference.",Do not overuse on serious KPI/legal/pricing slides; keep one mascot family per slide.,398,220,1.809,199:110,landscape,yes,0.892,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-222,images/image381.png,helmet worker running,field-worker-scene,"urgent handling, field movement",flat field-worker / industry role illustration,"Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,262,400,0.655,131:200,portrait,yes,0.647,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-223,images/image377.png,woman operating laptop,business-person-scene,"back-office operation, input","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,344,318,1.082,172:159,landscape,yes,0.466,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-224,images/image383.png,blue-cap worker running,field-worker-scene,field response,flat field-worker / industry role illustration,"Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,284,400,0.710,71:100,portrait,yes,0.643,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-225,images/image407.png,black-suited presenter,business-person-portrait,"explanation, guidance, host","flat colorful icon with long-shadow, rounded tile/circle","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,265,450,0.589,53:90,portrait,yes,0.658,"transparent cutout; place on native PPT background, keep whitespace/crop visible",inline illustration / callout visual / process node,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-226,images/image379.png,man with ID or application,business-person-scene,"application, identity, submission","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,323,400,0.807,323:400,portrait,yes,0.560,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-227,images/image376.png,man using tablet alternate,business-person-scene,"mobile operation, field confirmation","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,325,400,0.812,13:16,portrait,yes,0.495,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-228,images/image16.png,kintone Japanese logo,identity-logo,kintone product identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",850,160,5.312,85:16,landscape,yes,0.706,"transparent cutout; place on native PPT background, keep whitespace/crop visible",logo strip / horizontal badge / header brand mark,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-229,images/image18.png,kintone English logo,identity-logo,kintone product identification,identity asset / original brand mark or character,Use only for verified cybozu/kintone/Garoon brand reference or product-identification pages.,"Identity asset: do not redraw, recolor, approximate, or use as decorative filler; confirm usage rights/context.",850,160,5.312,85:16,landscape,yes,0.626,"transparent cutout; place on native PPT background, keep whitespace/crop visible",logo strip / horizontal badge / header brand mark,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-230,images/image375.png,man with glasses at laptop,business-person-scene,"IT admin, office work","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,400,344,1.163,50:43,landscape,yes,0.602,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-231,images/image408.png,female phone support,business-person-scene,"phone, support, consultation","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,348,400,0.870,87:100,portrait,yes,0.495,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-232,images/image386.png,businessman on phone,business-person-scene,"sales, contact","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,315,450,0.700,7:10,portrait,yes,0.668,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-233,images/image409.png,businessman running,business-person-scene,"progress, field sales","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,368,400,0.920,23:25,square,yes,0.664,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-234,images/image378.png,two people with information icons,business-person-scene,"consultation, information sharing","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,400,374,1.070,200:187,square,yes,0.511,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-235,images/image374.png,troubled man at computer,business-person-scene,"problem, processing pressure","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,400,400,1.000,1:1,square,yes,0.516,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
RYO26-236,images/image391.png,man with headache,business-person-scene,"stress, system confusion","Japanese flat business illustration, white-background cutout","Use for role/persona, pain-point, before-after work scene, customer support, or industry stakeholder pages.",Dated/mixed illustration style; do not mix with unrelated character families on one slide.,400,400,1.000,1:1,square,yes,0.449,"transparent cutout; place on native PPT background, keep whitespace/crop visible",scene illustration / hero-side visual / role card image,bitmap only; keep labels/callouts as PPT-native text/shapes,do not enlarge beyond about 2x source pixel size for final deck output
